100
20
4
4

90	60	45	30
4	6	8	12

5039184.52
11341149.48
2835287.37
20164696.51

8000

200	244	282	346
300	366	423	519
150	183	212	260
400	488	564	692

3500	-5600
7200	-5800
7000	-6600
4500	-4000
3900	-4000
6000	-5000
4200	-5900
3100	-4600
4400	-5800
4500	-6700
6900	-4600
2400	0
1200	-400
100	-2100
300	2900
1900	-1300
1300	-1400
2500	1100
2400	2300
300	700
2300	1900
200	-700
500	2300
3200	500
1400	2500
-1600	-400
2400	1700
0	-700
-7400	-2200
-6400	-2400
-7100	-1900
-9100	-1500
-6500	-1400
-9100	-2600
-7600	-700
-6600	-400
-8700	-1000
-7300	-800
-8100	-100
-8200	-2400
-8700	-2500
-7600	-2500
-7500	-600
-7000	-300
-6400	-2200
-6600	-500
-7200	-1000
-8900	-300
-8600	-300
-5700	-900
-2200	-3600
-4400	1900
-2100	600
-4900	-400
-6800	-700
-4200	1100
-6900	300
-4900	900
-6800	-1900
-5700	-700
-6100	-3400
-3600	1600
-5600	200
-6700	0
-1700	-1400
-1700	-2000
-2800	-2600
-7000	-2100
-4600	-1400
-5200	3600
-3300	6200
-5300	4900
-3900	5900
3300	7300
3800	8800
4300	7700
-6000	1900
-6100	2700
-6600	2300
-6100	2000
-5500	1900
-500	-3800
-900	-4100
-1200	-3100
-900	-4500
-600	-3300
-100	-4900
-1400	-4400
8500	-100
6700	-100
6000	3000
7800	1200
5700	3100
6300	-100
8800	-300
8500	-1300
7800	1700
5600	400
9900	-1400
5300	1600
	
3952	1634
7752	1343
-7309	-1115
-3952	1039
2951	2128
4408	6574
-1317	6333
-7499	-5067
-646	2141
-51	-3382
9133	7296
2039	4573
-6751	-1355
-3483	6245
6929	-5713
-4433	3369
-6663	-3876
-1697	5155
1647	6384
3065	3293
