100
20
4
4

90	60	45	30
4	6	8	12

4725904.90
10636176.09
2659044.02
18911326.70

8000

200	244	282	346
300	366	423	519
150	183	212	260
400	488	564	692

-500	7000
-1700	6900
-1900	8500
900	9900
1500	8200
-2100	10200
-1600	6800
1500	7200
1200	7800
100	10200
1500	9100
900	8300
200	8200
-700	7600
-1700	7900
1200	7000
-1800	9900
-900	10400
900	-2400
2300	-3400
900	-4400
1200	-3000
1600	-3600
4000	-2100
3900	-1500
4200	-600
2900	-4300
2000	-800
2400	-3800
4700	-1500
3400	-2800
4100	-3900
3900	-3000
2300	-3400
3800	-800
2000	-4000
2100	-900
4600	-1300
9000	6700
7000	3900
7800	7300
4900	4700
4500	7500
8600	6100
8600	5900
5400	6500
4600	3800
6300	6800
5500	7400
6200	6900
5800	7000
2500	1700
700	100
800	600
1200	-200
1400	-700
1300	-100
800	1200
2500	1300
1100	300
1500	-700
400	-600
1800	-400
1000	-100
1600	-1000
9600	500
6000	2800
7500	-1900
10700	500
7000	-400
11000	-200
9000	300
8000	-1700
5900	-2100
8300	1400
-5600	6200
-3900	7100
-4000	7200
-4100	7700
-3700	7800
-3100	7000
-5200	8100
-5000	8100
-4100	7700
-3500	8500
-4100	7100
-5700	7200
-4700	7400
-5600	7000
-3200	8200
-5000	6900
-5700	8600
-3300	7900
-6400	7100
-5800	5600
-7400	6900
-6500	5700
100	5600
1200	4100
2400	5300
	
-4993	9752
773	3054
9850	-1717
7912	1435
-2466	1717
-7201	3386
10942	3655
675	-2245
6097	8734
8660	5643
-7151	9666
3705	-650
-7176	5336
5189	5630
1276	-2355
-4244	8599
9924	3300
5679	3116
-675	-1313
3705	8942
