135
68
4
2

90	60	45	30
4	6	8	12

3559927.92
8007329.84

8000

200	244	282	346
300	366	423	519

-600	1500
320	510
2460	830
2330	130
2780	830
2900	800
3100	800
3350	1050
3000	1050
2900	1000
2650	1170
2830	1430
2700	1430
2350	1900
2600	2000
2500	2000
2050	1900
-2000	1300
-2100	1400
-3000	3000
-500	3000
130	1780
180	1380
180	1310
200	1360
480	1700
700	1500
980	1660
1140	1450
1440	1130
1100	1200
930	1070
60	280
-3000	-1000
200	0
1450	100
1500	180
1720	240
1720	420
1820	440
2030	210
2280	310
2300	400
2080	400
2080	400
1850	640
-1400	1600
-50	690
320	280
560	180
870	280
900	330
900	350
1120	330
1080	470
1150	460
1230	470
1230	550
1120	690
650	970
580	850
720	600
720	400
-400	-400
-300	120
-4000	4900
-1500	1000
-1100	-1000
-2500	-2000
-2500	-3500
-2400	-3500
-1800	1000
-200	1000
-400	800
-300	500
210	620
-170	300
-300	200
-700	0
-300	-600
-3000	-1100
-6200	-1000
-800	3000
100	6000
1000	5200
1000	5200
1000	5100
1600	2900
2600	2100
1600	2100
1550	1920
0	1650
1720	1430
1650	780
1690	770
1800	200
1620	400
1500	400
1500	300
1480	240
1450	300
1300	260
1180	300
1200	400
1280	360
1340	550
-15000	800
-15200	100
-15200	0
-14200	-3100
-7800	-1900
-7800	-1800
-7800	-1700
-8000	-1400
-11800	2200
-10700	3000
-8500	1400
-7800	1500
-1500	1600
-6200	3200
-12000	-2000
-9000	-2200
-7900	-1900
-7900	-1850
-7900	-1800
-7800	-1750
-7900	-1700
-8000	-1700
-8000	-1600
-8000	-1500
-4800	3700
-8500	1500
-6200	-900
-1500	-400
-100	320
	
2554	766
-13187	2586
-2980	-1224
-3321	-915
-13858	5822
-10399	-3406
-13720	1032
383	-2672
-13794	1650
-5513	-202
-7748	1660
2597	1660
2342	3927
-13954	1714
-10495	-2097
-5609	3789
-4811	-1554
-8696	-2821
-7919	3449
947	-1373
255	-149
1735	266
-14060	277
-7823	1937
-6546	3342
-6067	1032
1777	234
-15146	4332
-5247	-479
585	3629
-2863	5737
-8376	4587
-3363	-1714
-4822	-1916
-798	1905
-5875	-2342
-1735	5748
-12932	3470
-6684	1735
-12293	4534
-11506	-2757
-7791	4630
-13709	532
-4758	458
-6258	522
-13571	-734
-13092	-1309
-4140	-1139
-5886	-3182
-9771	-3470
-8930	3938
-14731	3172
-8025	1863
-14220	3182
-1660	5247
-4055	-564
-13762	5098
-7014	-1096
-3108	-915
841	4002
-9334	5045
-9462	2161
-14688	2725
-351	1852
3076	-309
-1820	394
-13869	-3236
-9292	2916
