100
20
4
4

90	60	45	30
4	6	8	12

765110.54
1720336.14
430084.03
3057342.21

8000

200	244	282	346
300	366	423	519
150	183	212	260
400	488	564	692

4100	4900
3500	1700
5500	4500
5500	2000
1500	3000
2500	3000
2000	5000
1000	4300
5500	6000
3000	6000
2000	6500
5000	3500
3000	2500
1500	1000
3000	500
1000	2000
500	3000
2000	4000
1500	6000
4500	6500
4500	2000
4500	1000
5500	500
6500	3500
6500	2000
4500	3000
3500	4000
4100	3700
6400	4200
4000	6000
3100	5200
3500	6900
5300	5200
6500	5500
6300	6500
200	6000
2000	2000
500	500
6000	1200
4000	2500
4200	700
2400	1200
2300	300
1100	1400
600	3800
200	4800
800	5600
1300	5200
600	6800
4700	4700
4900	5800
2700	4300
3700	3100
5700	2900
6300	2300
5300	1200
3200	1200
3600	2600
2100	2400
1700	3400
1200	2400
2400	5800
2700	6900
1500	7700
6200	7700
4900	7300
6700	500
5600	3900
3700	4700
3700	5600
5700	6800
4700	1600
4400	1700
4600	1300
4900	1100
4900	4200
5300	4300
6100	5200
5700	4800
5600	3700
5500	5400
1500	4700
1400	3700
1100	3100
1600	2200
400	1800
2800	1800
2600	5200
2600	3500
3100	6700
1500	1900
2200	2200
1800	2400
2600	2700
2500	2400
2200	2700
2500	2100
1900	2100
2000	2600
1800	1800
	
4248	6640
6305	1302
4509	641
666	7380
5269	6936
824	2743
3858	3138
1169	1130
291	5412
6364	6315
1322	6591
3804	4840
5501	5141
3769	6127
2338	562
3128	2398
6275	5624
3971	7454
3024	7089
4302	6117
