76
38
4
2

90	60	45	30
4	6	8	12

952060.44
2143433.27

8000

200	244	282	346
300	366	423	519

4000	4000
2200	2200
3600	2600
2100	4500
4500	3500
5500	2000
3300	3400
5000	5000
5500	4500
2600	5900
4000	6600
5500	6500
3500	5100
6200	3500
6200	5700
6200	2400
2100	3600
3300	4400
900	5600
6200	4800
6600	1400
4400	1300
2600	1300
1100	2800
700	4300
1700	6400
4100	4600
5500	3400
3500	1600
5200	2600
4300	2600
3100	7600
2200	5300
2600	2900
5000	4000
5500	5000
5400	1000
6000	1500
4700	6600
3000	6000
3000	5000
1200	1700
1500	1400
1600	1900
2100	4800
5000	3000
5100	4200
5000	1500
4800	2100
1200	3800
1500	5600
2900	3900
5400	3800
5500	5700
6700	4100
1000	7000
600	2500
6500	2700
4000	6000
7000	6400
6400	400
3600	600
3000	2000
2000	3000
1500	500
5000	7000
5700	7200
4500	4200
3800	3300
5000	400
6600	800
5900	500
3500	6000
2700	2400
4000	2000
4000	3700
	
1635	4653
4812	1465
5021	5858
1112	3238
5952	1999
3799	6960
3320	3458
793	4438
5099	5297
1833	424
5743	1872
2362	7048
6222	6585
1558	864
6585	2604
1916	6051
1933	7295
5352	5622
5935	2406
6123	639
5440	2902
3617	2384
1712	3810
5754	743
6657	5996
6717	4438
1597	7483
2951	1134
2968	1498
2428	545
2863	5622
2235	1762
3403	991
1272	5963
5313	4801
2659	2324
1542	4003
5511	760
1723	5671
